reviewed_label,filename,path,content_sha256,parent_group,parent_path,segment_start,segment_end,source_duration,existing_parent_split,source_safe_for_train
clean,clean_from_cj_0098.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0098.mp4,767a735724dee805d32c5562f7105061304ae2e480edc2f8ccaaf5796b09db5c,g21,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g21_c02.avi,0.0,2.5,3.8,train,True
clean,clean_from_cj_0105.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0105.mp4,96c35569b58e8eb15826f56e25f6d385e3f887dce00b3d82abd89760a36fa15e,g21,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g21_c01.avi,0.0,2.5,4.04,train,True
clean,clean_from_cj_0209.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0209.mp4,767a735724dee805d32c5562f7105061304ae2e480edc2f8ccaaf5796b09db5c,g21,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g21_c02.avi,0.0,2.5,3.8,train,True
clean,clean_from_cj_0216.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0216.mp4,96c35569b58e8eb15826f56e25f6d385e3f887dce00b3d82abd89760a36fa15e,g21,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g21_c01.avi,0.0,2.5,4.04,train,True
split_jerk,split_jerk_from_cj_0001.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0001.mp4,6bf7e9eed2e30966a50237c966c1ac57c53501589db3b914d9c9e2aa89267560,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c02.avi,4.800000000000001,9.8,9.8,train,True
split_jerk,split_jerk_from_cj_0016.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0016.mp4,33d53144cb119c1aab152da54bc0ffe8fb17bf938aab17172373206f9378b251,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c04.avi,6.720000000000001,11.72,11.72,train,True
split_jerk,split_jerk_from_cj_0082.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0082.mp4,6bf7e9eed2e30966a50237c966c1ac57c53501589db3b914d9c9e2aa89267560,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g02_c02.avi,4.800000000000001,9.8,9.8,train,True
split_jerk,split_jerk_from_cj_0097.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0097.mp4,33d53144cb119c1aab152da54bc0ffe8fb17bf938aab17172373206f9378b251,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g02_c04.avi,6.720000000000001,11.72,11.72,train,True
split_jerk,split_jerk_from_cj_0006.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0006.mp4,f25c883d6b1e15c133f98ff5fde27c2c6610da6eb51695daa973bba378c8a5c8,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c06.avi,4.84,9.84,9.84,train,True
split_jerk,split_jerk_from_cj_0007.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0007.mp4,0abd7a0dbd9d13e7599d931b347dd1356937863638a7cb5a1032ef8c8c35ba80,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c04.avi,6.720000000000001,11.72,11.72,train,True
split_jerk,split_jerk_from_cj_0012.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0012.mp4,d79d381507c93874fa614964bb26c898e0c2802cbdb74c42c387473704826ecc,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c05.avi,4.52,9.52,9.52,train,True
split_jerk,split_jerk_from_cj_0023.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0023.mp4,6367e52af1da4c66b3408250dfaeed902b73c70e4f7a9870911563e9225028cb,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c03.avi,6.039999999999999,11.04,11.04,train,True
split_jerk,split_jerk_from_cj_0087.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0087.mp4,f25c883d6b1e15c133f98ff5fde27c2c6610da6eb51695daa973bba378c8a5c8,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g03_c06.avi,4.84,9.84,9.84,train,True
split_jerk,split_jerk_from_cj_0088.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0088.mp4,0abd7a0dbd9d13e7599d931b347dd1356937863638a7cb5a1032ef8c8c35ba80,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g03_c04.avi,6.720000000000001,11.72,11.72,train,True
split_jerk,split_jerk_from_cj_0093.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0093.mp4,d79d381507c93874fa614964bb26c898e0c2802cbdb74c42c387473704826ecc,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g03_c05.avi,4.52,9.52,9.52,train,True
split_jerk,split_jerk_from_cj_0104.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0104.mp4,6367e52af1da4c66b3408250dfaeed902b73c70e4f7a9870911563e9225028cb,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g03_c03.avi,6.039999999999999,11.04,11.04,train,True
split_jerk,split_jerk_from_cj_0048.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0048.mp4,1df85bd6dc3a662443119942f503c0719cdfc4745a47ed21a2414c237a64b25e,g04,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c05.avi,4.48,9.48,9.48,train,True
split_jerk,split_jerk_from_cj_0129.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0129.mp4,1df85bd6dc3a662443119942f503c0719cdfc4745a47ed21a2414c237a64b25e,g04,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g04_c05.avi,4.48,9.48,9.48,train,True
split_jerk,split_jerk_from_cj_0030.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0030.mp4,53009cf4d1711ec3041e7720a37b48700977dfd81df9487c88ac8ee2d7cd925e,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c01.avi,4.4399999999999995,9.44,9.44,train,True
split_jerk,split_jerk_from_cj_0111.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0111.mp4,53009cf4d1711ec3041e7720a37b48700977dfd81df9487c88ac8ee2d7cd925e,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g08_c01.avi,4.4399999999999995,9.44,9.44,train,True
split_jerk,split_jerk_from_cj_0035.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0035.mp4,ef8b9a8c665bab69317e887d97fd057782b6c023ef3476b3f05246f9a2ba368b,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c02.avi,3.3120000000000003,7.36,7.36,train,True
split_jerk,split_jerk_from_cj_0040.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0040.mp4,52b07c114a0af4787e768ddb5bb1781f93fafc3e77024933099152b2145335a8,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c03.avi,3.672,8.16,8.16,train,True
split_jerk,split_jerk_from_cj_0042.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0042.mp4,03057b22657952b7a9304882cb6786367d94964eebc2abe38cbe5eaf20ae3d45,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c01.avi,3.492,7.76,7.76,train,True
split_jerk,split_jerk_from_cj_0116.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0116.mp4,ef8b9a8c665bab69317e887d97fd057782b6c023ef3476b3f05246f9a2ba368b,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g10_c02.avi,3.3120000000000003,7.36,7.36,train,True
split_jerk,split_jerk_from_cj_0121.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0121.mp4,52b07c114a0af4787e768ddb5bb1781f93fafc3e77024933099152b2145335a8,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g10_c03.avi,3.672,8.16,8.16,train,True
split_jerk,split_jerk_from_cj_0123.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0123.mp4,03057b22657952b7a9304882cb6786367d94964eebc2abe38cbe5eaf20ae3d45,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g10_c01.avi,3.492,7.76,7.76,train,True
