reviewed_label,filename,path,content_sha256,parent_group,parent_path,segment_start,segment_end,segment_duration,source_duration,size_mb,split,selection_reason
split_jerk,split_jerk_from_cj_0043.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0043.mp4,cf24055aefee9a9bb970189266532914dee5e01deeb97aac32bd8ce9f787b55d,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c02.avi,4.279999999999999,9.28,5.0,9.28,0.141,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0124.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0124.mp4,cf24055aefee9a9bb970189266532914dee5e01deeb97aac32bd8ce9f787b55d,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g09_c02.avi,4.279999999999999,9.28,5.0,9.28,0.141,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0034.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0034.mp4,b8698b6f5e145a2346db06b1e76f38b162400e0074db406af3e0191cc6e26e0f,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c03.avi,7.800000000000001,12.8,5.0,12.8,0.12,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0115.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0115.mp4,b8698b6f5e145a2346db06b1e76f38b162400e0074db406af3e0191cc6e26e0f,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g11_c03.avi,7.800000000000001,12.8,5.0,12.8,0.12,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0009.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0009.mp4,3293b32ce3529fcfbd52d521a1f1bad3695baa730f70d0df681ce6860b684233,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g12_c01.avi,2.988,6.64,3.6519999999999997,6.64,0.048,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0090.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0090.mp4,3293b32ce3529fcfbd52d521a1f1bad3695baa730f70d0df681ce6860b684233,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g12_c01.avi,2.988,6.64,3.6519999999999997,6.64,0.048,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0008.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0008.mp4,8922efb33157ee21f5dd2687e9d7174db40792c8a743f6a5673d162e19188960,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c04.avi,6.48,11.48,5.0,11.48,0.134,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0089.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0089.mp4,8922efb33157ee21f5dd2687e9d7174db40792c8a743f6a5673d162e19188960,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g13_c04.avi,6.48,11.48,5.0,11.48,0.134,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0027.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0027.mp4,09b4892d0a24aa99a0b4ef9cc1ed04db37bc2af9378c8ff4eaa33c0fb9452afe,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c02.avi,4.800000000000001,9.8,5.0,9.8,0.132,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0108.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0108.mp4,09b4892d0a24aa99a0b4ef9cc1ed04db37bc2af9378c8ff4eaa33c0fb9452afe,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g18_c02.avi,4.800000000000001,9.8,5.0,9.8,0.132,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0075.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0075.mp4,63386271d3a2cc2dba81c5cb2d0ae0ece5e57f3626f0b307f20d4d453b5f8a33,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c06.avi,9.84,14.84,5.0,14.84,0.134,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0156.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0156.mp4,63386271d3a2cc2dba81c5cb2d0ae0ece5e57f3626f0b307f20d4d453b5f8a33,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g20_c06.avi,9.84,14.84,5.0,14.84,0.134,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0056.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0056.mp4,edd6b8e693c4cf719f7b8b53f57c3785929930c0d8785f66e4ab7a44f35273c6,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g22_c01.avi,4.359999999999999,9.36,5.0,9.36,0.179,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0137.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0137.mp4,edd6b8e693c4cf719f7b8b53f57c3785929930c0d8785f66e4ab7a44f35273c6,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g22_c01.avi,4.359999999999999,9.36,5.0,9.36,0.179,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0010.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0010.mp4,5c9c619903d8b41ad576bb595326440e709e93bd17b0d3b7e3b8cae5a6175f47,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c03.avi,4.4,9.4,5.0,9.4,0.135,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0091.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0091.mp4,5c9c619903d8b41ad576bb595326440e709e93bd17b0d3b7e3b8cae5a6175f47,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g24_c03.avi,4.4,9.4,5.0,9.4,0.135,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0013.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0013.mp4,dceaaf2594975ce94f537ab93208b6c4267ac674a3ccd4d9357660fbfb85e57d,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g25_c03.avi,3.744,8.32,4.5760000000000005,8.32,0.115,train,grouped_train_parent_one_per_video_max2_per_group
split_jerk,split_jerk_from_cj_0094.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0094.mp4,dceaaf2594975ce94f537ab93208b6c4267ac674a3ccd4d9357660fbfb85e57d,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g25_c03.avi,3.744,8.32,4.5760000000000005,8.32,0.115,train,grouped_train_parent_one_per_video_max2_per_group
