path,folder,filename,size_mb,reviewed_label,angle,include,notes,olympic_gate_label,source_id,split,content_sha256,duplicate_count,canonical_content_sha256
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0055.mp4,clean,clean_from_cj_0055.mp4,0.11,clean,,yes,,olympic,clean_sha_b6979c9ace8e5ffb,dev,b6979c9ace8e5ffbf3c65f8e66792b9b55a435de3344a286db4cba0d68018e51,1,b6979c9ace8e5ffbf3c65f8e66792b9b55a435de3344a286db4cba0d68018e51
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0015.mp4,clean,clean_from_cj_0015.mp4,0.09,clean,,yes,,olympic,clean_sha_1c6388efe03a691d,train,1c6388efe03a691debb4c8b37ee0bbbba99201158027a31460a70cf0bafa32e6,1,1c6388efe03a691debb4c8b37ee0bbbba99201158027a31460a70cf0bafa32e6
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0198.mp4,clean,clean_from_cj_0198.mp4,0.08,clean,,yes,,olympic,clean_sha_105aae86cd00cbf3,train,105aae86cd00cbf3d31b90f7d85c0aacb2302ec7b71d61bf7c561e5c08670497,1,105aae86cd00cbf3d31b90f7d85c0aacb2302ec7b71d61bf7c561e5c08670497
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0025.mp4,clean,clean_from_cj_0025.mp4,0.04,clean,,yes,,olympic,clean_sha_4dc95a5566db57e2,train,4dc95a5566db57e21fdd7b5d053523aed5a3876d26627e5c19eab698d2625f16,1,4dc95a5566db57e21fdd7b5d053523aed5a3876d26627e5c19eab698d2625f16
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0030.mp4,clean,clean_from_cj_0030.mp4,0.11,clean,,yes,,olympic,clean_sha_e52b1cf0c9a40c16,train,e52b1cf0c9a40c167fd26344901569a3f5d2839e35dfab3ee0e8b99b1d405249,2,e52b1cf0c9a40c167fd26344901569a3f5d2839e35dfab3ee0e8b99b1d405249
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0045.mp4,clean,clean_from_cj_0045.mp4,0.11,clean,,yes,,olympic,clean_sha_5d8ef34238172015,dev,5d8ef34238172015c6bab512989442c396a7f7227d206ba96138b4aa554e9543,2,5d8ef34238172015c6bab512989442c396a7f7227d206ba96138b4aa554e9543
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0171.mp4,clean,clean_from_cj_0171.mp4,0.06,clean,,yes,,olympic,clean_sha_0e8973efc1a0dd69,test,0e8973efc1a0dd696708da197cf84a4dc16fe2038bbb132e00f3b29dcc3ddd4e,2,0e8973efc1a0dd696708da197cf84a4dc16fe2038bbb132e00f3b29dcc3ddd4e
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0082.mp4,clean,clean_from_cj_0082.mp4,0.14,clean,,yes,,olympic,clean_sha_b1135c02352446f7,train,b1135c02352446f7eae54bc5d6494b9c21d3f63ceee746a641115d04de0ea7a6,1,b1135c02352446f7eae54bc5d6494b9c21d3f63ceee746a641115d04de0ea7a6
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0207.mp4,clean,clean_from_cj_0207.mp4,0.18,clean,,yes,,olympic,clean_sha_be04f3d2aa0a1183,train,be04f3d2aa0a1183f9a7e27366328f28484567a42e871d752536ccffb190789a,2,be04f3d2aa0a1183f9a7e27366328f28484567a42e871d752536ccffb190789a
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0097.mp4,clean,clean_from_cj_0097.mp4,0.09,clean,,yes,,olympic,clean_sha_80d4c82694ef42d5,dev,80d4c82694ef42d5ae5dfe711e330300865b013de8da609f56bdeffe6eb12974,1,80d4c82694ef42d5ae5dfe711e330300865b013de8da609f56bdeffe6eb12974
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0093.mp4,clean,clean_from_cj_0093.mp4,0.1,clean,,yes,,olympic,clean_sha_94d831f002b53f0d,train,94d831f002b53f0d6faf94cbdb7d73a673920b73864e9ce81b33d78846246ea9,1,94d831f002b53f0d6faf94cbdb7d73a673920b73864e9ce81b33d78846246ea9
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0018.mp4,clean,clean_from_cj_0018.mp4,0.04,clean,,yes,,olympic,clean_sha_771b761080f7db45,train,771b761080f7db45aa074f5dc26d8a9d07981773ab77cd5d7e70b5bf7981f292,1,771b761080f7db45aa074f5dc26d8a9d07981773ab77cd5d7e70b5bf7981f292
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0079.mp4,clean,clean_from_cj_0079.mp4,0.18,clean,,yes,,olympic,clean_sha_74fce40d0da966d1,train,74fce40d0da966d175a1497ec9cacd04f9e51230277f4be1974db18335b30b4b,1,74fce40d0da966d175a1497ec9cacd04f9e51230277f4be1974db18335b30b4b
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0147.mp4,clean,clean_from_cj_0147.mp4,0.14,clean,,yes,,olympic,clean_sha_312dda9f57b00792,train,312dda9f57b00792a6d8597390dd7b6f109468f720dd13fd3e2b4e63340bbb49,1,312dda9f57b00792a6d8597390dd7b6f109468f720dd13fd3e2b4e63340bbb49
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0143.mp4,clean,clean_from_cj_0143.mp4,0.2,clean,,yes,,olympic,clean_sha_9c52fe76c0e991d1,dev,9c52fe76c0e991d135d69c5f7ca99980c3b26ad745de52176a53e7602e7af704,1,9c52fe76c0e991d135d69c5f7ca99980c3b26ad745de52176a53e7602e7af704
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0196.mp4,clean,clean_from_cj_0196.mp4,0.12,clean,,yes,,olympic,clean_sha_c8a4665e34e2af1d,test,c8a4665e34e2af1db856ab3744b333affe0673f676f6992cb9c1d40932964d86,1,c8a4665e34e2af1db856ab3744b333affe0673f676f6992cb9c1d40932964d86
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0067.mp4,clean,clean_from_cj_0067.mp4,0.08,clean,,yes,,olympic,clean_sha_7b9bf919112c7963,test,7b9bf919112c7963cca0b93246d1e2637804b0fa90e8be9774b599dd1dc95fe0,1,7b9bf919112c7963cca0b93246d1e2637804b0fa90e8be9774b599dd1dc95fe0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0101.mp4,clean,clean_from_cj_0101.mp4,0.13,clean,,yes,,olympic,clean_sha_cee7d2f96df947e1,train,cee7d2f96df947e1dddd0d40ecc7f21adacf93fbeb57177453f36899c9d74a9b,1,cee7d2f96df947e1dddd0d40ecc7f21adacf93fbeb57177453f36899c9d74a9b
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0211.mp4,clean,clean_from_cj_0211.mp4,0.13,clean,,yes,,olympic,clean_sha_f2db1a0183349a33,train,f2db1a0183349a33620450c8058c72546e2f6e45c1ccb07d4743808c6a43063e,1,f2db1a0183349a33620450c8058c72546e2f6e45c1ccb07d4743808c6a43063e
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0069.mp4,clean,clean_from_cj_0069.mp4,0.06,clean,,yes,,olympic,clean_sha_00f6f541496e8893,test,00f6f541496e88938713236812581904b136c57fd16d88c212d858063f6633fa,2,00f6f541496e88938713236812581904b136c57fd16d88c212d858063f6633fa
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0016.mp4,clean,clean_from_cj_0016.mp4,0.12,clean,,yes,,olympic,clean_sha_6d28077db6fd270c,train,6d28077db6fd270c8bd8f0770bc314e9e5d772d052c2d7b66f76d33f761c9fd6,2,6d28077db6fd270c8bd8f0770bc314e9e5d772d052c2d7b66f76d33f761c9fd6
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0189.mp4,clean,clean_from_cj_0189.mp4,0.08,clean,,yes,,olympic,clean_sha_3751dc71aa457382,test,3751dc71aa45738216e8a4aa1226689d39721cf93d161a87050ff793d591e177,1,3751dc71aa45738216e8a4aa1226689d39721cf93d161a87050ff793d591e177
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0114.mp4,clean,clean_from_cj_0114.mp4,0.17,clean,,yes,,olympic,clean_sha_4bb45e89b7cdf1c1,train,4bb45e89b7cdf1c182de7d658de4d47cae73a1b0e7b302fc02a70e7c00ff50d0,1,4bb45e89b7cdf1c182de7d658de4d47cae73a1b0e7b302fc02a70e7c00ff50d0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0159.mp4,clean,clean_from_cj_0159.mp4,0.13,clean,,yes,,olympic,clean_clean_from_cj_0159,dev,87cfbe76c74dbbc00ba499b1d4cf66637aefe0e0328ab178be40e6a57a4b5eca,1,87cfbe76c74dbbc00ba499b1d4cf66637aefe0e0328ab178be40e6a57a4b5eca
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0111.mp4,clean,clean_from_cj_0111.mp4,0.18,clean,,yes,,olympic,clean_sha_c264775670f2c865,train,c264775670f2c86577e52c2b9c4e84b99567b5850645afc400ddf929677b8278,1,c264775670f2c86577e52c2b9c4e84b99567b5850645afc400ddf929677b8278
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0075.mp4,clean,clean_from_cj_0075.mp4,0.06,clean,,yes,,olympic,clean_sha_a47c333ab3d663fd,test,a47c333ab3d663fd70d0620f990cf7f1ab022c739f19f738b79444d3eba51f17,1,a47c333ab3d663fd70d0620f990cf7f1ab022c739f19f738b79444d3eba51f17
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0140.mp4,clean,clean_from_cj_0140.mp4,0.05,clean,,yes,,olympic,clean_sha_488d7797cd80a9b1,train,488d7797cd80a9b1a0be37067f2cca2c5a558d8583e5008026b0e58fd2bf2031,1,488d7797cd80a9b1a0be37067f2cca2c5a558d8583e5008026b0e58fd2bf2031
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0205.mp4,clean,clean_from_cj_0205.mp4,0.13,clean,,yes,,olympic,clean_sha_dc8c25fd9c68d12b,train,dc8c25fd9c68d12b3b2d4e51ac0c80a6cc5602373b27bd73a23a7cfca958b718,1,dc8c25fd9c68d12b3b2d4e51ac0c80a6cc5602373b27bd73a23a7cfca958b718
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0183.mp4,clean,clean_from_cj_0183.mp4,0.09,clean,,yes,,olympic,clean_clean_from_cj_0183,test,702cd81b6591b2ecc9c63e4519c8d9a16b8db3ddf0e4a03d43cf7a5181884752,1,702cd81b6591b2ecc9c63e4519c8d9a16b8db3ddf0e4a03d43cf7a5181884752
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0165.mp4,clean,clean_from_cj_0165.mp4,0.15,clean,,yes,,olympic,clean_sha_fa1e3258e924ee9e,train,fa1e3258e924ee9e2a25f3a97859f4f805cdabf85d5aa40dedf62608207cf1b6,1,fa1e3258e924ee9e2a25f3a97859f4f805cdabf85d5aa40dedf62608207cf1b6
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0073.mp4,clean,clean_from_cj_0073.mp4,0.03,clean,,yes,,olympic,clean_sha_525f619f79d60715,test,525f619f79d60715ecd5a2521c187e93c2755792506138c708ec15df32535d24,1,525f619f79d60715ecd5a2521c187e93c2755792506138c708ec15df32535d24
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0119.mp4,clean,clean_from_cj_0119.mp4,0.18,clean,,yes,,olympic,clean_sha_256cffb8bec04356,train,256cffb8bec04356b0bf7bd630ac465e446086ee9a1c174a74f7fa02f213d8d0,1,256cffb8bec04356b0bf7bd630ac465e446086ee9a1c174a74f7fa02f213d8d0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0107.mp4,split_jerk,split_jerk_from_cj_0107.mp4,0.21,split_jerk,,yes,,olympic,split_jerk_sha_7606ae27e1913541,dev,7606ae27e19135415963496c1804628eaae84376631005c88e1a49504f91f420,2,7606ae27e19135415963496c1804628eaae84376631005c88e1a49504f91f420
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0110.mp4,split_jerk,split_jerk_from_cj_0110.mp4,0.11,split_jerk,,yes,,olympic,split_jerk_sha_3802ce6244b15b7c,train,3802ce6244b15b7c6b3c234300498fdffbf391df2832f63e2feb1a980cdb8747,1,3802ce6244b15b7c6b3c234300498fdffbf391df2832f63e2feb1a980cdb8747
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0144.mp4,split_jerk,split_jerk_from_cj_0144.mp4,0.05,split_jerk,,yes,,olympic,split_jerk_sha_242df91dd96739af,test,242df91dd96739afe5b7dd713b83967f1ae062ffe8347bf9d0c70868526cf841,1,242df91dd96739afe5b7dd713b83967f1ae062ffe8347bf9d0c70868526cf841
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0057.mp4,split_jerk,split_jerk_from_cj_0057.mp4,0.06,split_jerk,,yes,,olympic,split_jerk_sha_d8d3f92db94826db,test,d8d3f92db94826db7ab97eaa7651c3e5e72eb7eec4dcb710fc00dc5bb593a072,1,d8d3f92db94826db7ab97eaa7651c3e5e72eb7eec4dcb710fc00dc5bb593a072
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0096.mp4,split_jerk,split_jerk_from_cj_0096.mp4,0.04,split_jerk,,yes,,olympic,split_jerk_sha_3c4f91e6b02d7253,train,3c4f91e6b02d72535c2e7c05e1c3fee68e8d9eec0e785f5ae20b02ee9427e151,1,3c4f91e6b02d72535c2e7c05e1c3fee68e8d9eec0e785f5ae20b02ee9427e151
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0031.mp4,split_jerk,split_jerk_from_cj_0031.mp4,0.14,split_jerk,,yes,,olympic,split_jerk_sha_52ed85ba79fb4f9c,train,52ed85ba79fb4f9c56aababf13d823b5493079c7866d8c306a1fea6e2a2d8074,1,52ed85ba79fb4f9c56aababf13d823b5493079c7866d8c306a1fea6e2a2d8074
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0103.mp4,split_jerk,split_jerk_from_cj_0103.mp4,0.12,split_jerk,,yes,,olympic,split_jerk_split_jerk_from_cj_0103,train,84be885fb3cc6cd8107eb051c50547691f0f96a02199f2a00a4c325825664c7d,1,84be885fb3cc6cd8107eb051c50547691f0f96a02199f2a00a4c325825664c7d
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0053.mp4,split_jerk,split_jerk_from_cj_0053.mp4,0.07,split_jerk,,yes,,olympic,split_jerk_sha_4aace02838885ba7,test,4aace02838885ba740e0570113a430442b984f245f1d9938a52846af83d33349,2,4aace02838885ba740e0570113a430442b984f245f1d9938a52846af83d33349
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0102.mp4,split_jerk,split_jerk_from_cj_0102.mp4,0.04,split_jerk,,yes,,olympic,split_jerk_sha_3121625924316671,train,31216259243166715740d48e88f922a55b1201cc4e26c24aaa85664705fcd698,2,31216259243166715740d48e88f922a55b1201cc4e26c24aaa85664705fcd698
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0145.mp4,split_jerk,split_jerk_from_cj_0145.mp4,0.17,split_jerk,,yes,,olympic,split_jerk_sha_55873f9c1d3dbbd0,train,55873f9c1d3dbbd040aad4c0d46fd78e386fd2edb8987ac21018698df9c8b058,1,55873f9c1d3dbbd040aad4c0d46fd78e386fd2edb8987ac21018698df9c8b058
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0086.mp4,split_jerk,split_jerk_from_cj_0086.mp4,0.12,split_jerk,,yes,,olympic,split_jerk_sha_756a8df909827a34,train,756a8df909827a342a11938272d4b61e87314b82efea3b3f0567ccb4dc0f65c3,1,756a8df909827a342a11938272d4b61e87314b82efea3b3f0567ccb4dc0f65c3
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0017.mp4,split_jerk,split_jerk_from_cj_0017.mp4,0.04,split_jerk,,yes,,olympic,split_jerk_sha_fdf49ddfe3fa00b9,train,fdf49ddfe3fa00b993b440c9693f06a89b2b9e772424423cad52519bfa2db691,2,fdf49ddfe3fa00b993b440c9693f06a89b2b9e772424423cad52519bfa2db691
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0068.mp4,split_jerk,split_jerk_from_cj_0068.mp4,0.12,split_jerk,,yes,,olympic,split_jerk_sha_648cf9e756b545f7,train,648cf9e756b545f76014a7f12cf8b403309ae22a2d83d3ea19d86ddcf2ccf21a,1,648cf9e756b545f76014a7f12cf8b403309ae22a2d83d3ea19d86ddcf2ccf21a
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0032.mp4,split_jerk,split_jerk_from_cj_0032.mp4,0.13,split_jerk,,yes,,olympic,split_jerk_sha_2594a6ff1e77fbdf,dev,2594a6ff1e77fbdfa50291bbf9d0c940b364a18dfa4908e1424b4cf1a9064d75,1,2594a6ff1e77fbdfa50291bbf9d0c940b364a18dfa4908e1424b4cf1a9064d75
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0130.mp4,split_jerk,split_jerk_from_cj_0130.mp4,0.06,split_jerk,,yes,,olympic,split_jerk_sha_2ad88f1dbe694c7c,test,2ad88f1dbe694c7c65279339ed6891ca71f4e15abd28a0db38bcc097df83e7b2,1,2ad88f1dbe694c7c65279339ed6891ca71f4e15abd28a0db38bcc097df83e7b2
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0150.mp4,split_jerk,split_jerk_from_cj_0150.mp4,0.12,split_jerk,,yes,,olympic,split_jerk_sha_eef3f3da912aa3c5,train,eef3f3da912aa3c5f2ed39c9c65251764501017f60d7c654821ceda6e4d01424,2,eef3f3da912aa3c5f2ed39c9c65251764501017f60d7c654821ceda6e4d01424
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0100.mp4,split_jerk,split_jerk_from_cj_0100.mp4,0.15,split_jerk,,yes,,olympic,split_jerk_sha_16d61609756a259a,train,16d61609756a259a39aa08077377dfc2eb957d9f5cba6a804089b8b047d8caef,1,16d61609756a259a39aa08077377dfc2eb957d9f5cba6a804089b8b047d8caef
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0018.mp4,split_jerk,split_jerk_from_cj_0018.mp4,0.1,split_jerk,,yes,,olympic,split_jerk_sha_feed5a96310cc281,train,feed5a96310cc28146a613d5dc60b95b959de088fc1c734af787ebe38532b7cd,2,feed5a96310cc28146a613d5dc60b95b959de088fc1c734af787ebe38532b7cd
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0077.mp4,split_jerk,split_jerk_from_cj_0077.mp4,0.15,split_jerk,,yes,,olympic,split_jerk_sha_66d4bd4d75aac374,train,66d4bd4d75aac374be6b96a96eefe541cf9d6b3503de52aff46a6115fe201901,1,66d4bd4d75aac374be6b96a96eefe541cf9d6b3503de52aff46a6115fe201901
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0020.mp4,split_jerk,split_jerk_from_cj_0020.mp4,0.05,split_jerk,,yes,,olympic,split_jerk_sha_847e38c7952f8445,train,847e38c7952f84451d25c36622967800d1e1fcc9f1d4f8c704b5069bdaa242d0,1,847e38c7952f84451d25c36622967800d1e1fcc9f1d4f8c704b5069bdaa242d0
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0014.mp4,split_jerk,split_jerk_from_cj_0014.mp4,0.13,split_jerk,,yes,,olympic,split_jerk_sha_9d8ea79894c41b53,train,9d8ea79894c41b53ad049e560705c3765be18bf11d958c6103b5e1dffa41843c,1,9d8ea79894c41b53ad049e560705c3765be18bf11d958c6103b5e1dffa41843c
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0011.mp4,split_jerk,split_jerk_from_cj_0011.mp4,0.15,split_jerk,,yes,,olympic,split_jerk_sha_cd9d33ff0ef7d85e,train,cd9d33ff0ef7d85e9b8a3cc32001813c1454608a7b681e2ca2880b05c41ea72a,2,cd9d33ff0ef7d85e9b8a3cc32001813c1454608a7b681e2ca2880b05c41ea72a
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0033.mp4,split_jerk,split_jerk_from_cj_0033.mp4,0.15,split_jerk,,yes,,olympic,split_jerk_sha_c35373432483f138,train,c35373432483f13884f7f58723983b086d9309f2dd2da0e5cf4c60542842bdee,1,c35373432483f13884f7f58723983b086d9309f2dd2da0e5cf4c60542842bdee
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0154.mp4,split_jerk,split_jerk_from_cj_0154.mp4,0.1,split_jerk,,yes,,olympic,split_jerk_sha_f8054dcbf5c021f4,dev,f8054dcbf5c021f4ca6db496417543719b1fd6a873d4fe2eaad54d11ec2de8f5,1,f8054dcbf5c021f4ca6db496417543719b1fd6a873d4fe2eaad54d11ec2de8f5
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0058.mp4,split_jerk,split_jerk_from_cj_0058.mp4,0.06,split_jerk,,yes,,olympic,split_jerk_sha_8d1e1ab6dacd7e71,test,8d1e1ab6dacd7e71eb028f91c7f42868463e9b02bfab1ebe25e8e8760aff1cf2,2,8d1e1ab6dacd7e71eb028f91c7f42868463e9b02bfab1ebe25e8e8760aff1cf2
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0106.mp4,split_jerk,split_jerk_from_cj_0106.mp4,0.13,split_jerk,,yes,,olympic,split_jerk_sha_8256647a6185a3aa,train,8256647a6185a3aad863e8c85f4b53b3c3114a6740fb527bb86d9e70534a9446,1,8256647a6185a3aad863e8c85f4b53b3c3114a6740fb527bb86d9e70534a9446
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0080.mp4,split_jerk,split_jerk_from_cj_0080.mp4,0.16,split_jerk,,yes,,olympic,split_jerk_sha_6638462a35eb5ebb,train,6638462a35eb5ebbe2b6b73c20a364885d2b64093cf9b53deaa2eace89c77d48,1,6638462a35eb5ebbe2b6b73c20a364885d2b64093cf9b53deaa2eace89c77d48
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0062.mp4,split_jerk,split_jerk_from_cj_0062.mp4,0.06,split_jerk,,yes,,olympic,split_jerk_sha_7f1fe305b497b842,test,7f1fe305b497b842dbe36e3de1c979056f8be97fd8cd3e7080b73f62d0e2267a,1,7f1fe305b497b842dbe36e3de1c979056f8be97fd8cd3e7080b73f62d0e2267a
