reviewed_label,filename,path,content_sha256,parent_group,parent_path,parent_recording_id,segment_start,segment_end,segment_duration,source_duration,size_mb,split,selection_reason
clean,clean_from_cj_0049.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0049.mp4,eb9f8ebfb750ef9a63e4b11bad424ad577d61123e5e3de10fe8340060c17e793,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c01.avi,v_cleanandjerk_g09_c01.avi,0.0,4.553999999999999,4.553999999999999,10.12,0.129,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0042.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0042.mp4,9fe5d3dd54a0947d2707c4c6efe076d293af635b5099c5ac33dcb26e81983b7e,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c04.avi,v_cleanandjerk_g09_c04.avi,0.0,4.176,4.176,9.28,0.149,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0038.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0038.mp4,f180788a1f079ec6a52e883c57d812ace5b70299c0cca88679f3e869d75ef534,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c02.avi,v_cleanandjerk_g11_c02.avi,0.0,5.0,5.0,12.08,0.17,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0043.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0043.mp4,d7b93b46dc60bc5741d3d9b3c8a52836867a136079d0be58420bf2a70fbb7a32,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c03.avi,v_cleanandjerk_g11_c03.avi,0.0,5.0,5.0,12.8,0.138,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0010.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0010.mp4,3b9a674aae1928587e1b5df20be05f3d21ab3d0f81984ebf1e8ff5fe8ac0e0ff,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g12_c01.avi,v_cleanandjerk_g12_c01.avi,0.0,2.988,2.988,6.64,0.034,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0024.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0024.mp4,3691dc24d62baab9080e5b2ccfeb4eb1d48fc32fddc39c6b53e5529810b9949f,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g12_c07.avi,v_cleanandjerk_g12_c07.avi,0.0,2.718,2.718,6.04,0.041,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0017.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0017.mp4,6305277dc216970978ca2d3f3242d81c77923a7351c254785477509776da2930,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c01.avi,v_cleanandjerk_g13_c01.avi,0.0,2.5,2.5,3.24,0.087,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0022.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0022.mp4,12d2a9eaa22603fbea3b1da071522632c653937decebb7d2feb4ae1d7a3a8bfd,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c02.avi,v_cleanandjerk_g13_c02.avi,0.0,2.5,2.5,4.12,0.081,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0090.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0090.mp4,104350aded90c763f6dc2ed048abb6e3df4404b7695600e427e6f2f3a93eabe6,g16,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g16_c02.avi,v_cleanandjerk_g16_c02.avi,0.0,2.5,2.5,4.08,0.127,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0086.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0086.mp4,55017318f6f9704f0a70ce55dd68013faf5e3b9e1a99e1cde0e6eacc8ce99326,g16,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g16_c03.avi,v_cleanandjerk_g16_c03.avi,0.0,2.5,2.5,3.84,0.088,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0040.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0040.mp4,2fe979f3969f9a28028d589960f47cf5b386fb45315a97ab01219eb83ae9cea3,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c01.avi,v_cleanandjerk_g18_c01.avi,0.0,4.14,4.14,9.2,0.133,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0047.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0047.mp4,439b42e5f3f90c4bc362a270f019ef3f0d9e7e4b39ef5459d250d0cf4f18afe2,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c04.avi,v_cleanandjerk_g18_c04.avi,0.0,4.086,4.086,9.08,0.138,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0108.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0108.mp4,2a16d72d09d6b3f61afdd37a144b402a9b8bee6f74c953534af8ff29773d0c14,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c04.avi,v_cleanandjerk_g20_c04.avi,0.0,5.0,5.0,13.28,0.123,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0092.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0092.mp4,ae46e9e3acc679cdae5f0b91c9b6c087ab02718d632480572177b0cd683626f0,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c02.avi,v_cleanandjerk_g20_c02.avi,0.0,5.0,5.0,11.28,0.111,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0070.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0070.mp4,3b2724b2034643d11318adeec98444e9f901ea925703b86d6a4c49c826a25ccb,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g22_c04.avi,v_cleanandjerk_g22_c04.avi,0.0,4.356,4.356,9.68,0.144,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0013.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0013.mp4,0281adfd2eb0a14f86176fec1f7d6f82b2c6663aca179493c82855869bf9522a,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c02.avi,v_cleanandjerk_g24_c02.avi,0.0,4.734,4.734,10.52,0.196,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0012.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0012.mp4,2ba368c22c6c7e33f4908875e03f4f1a8c61033a0ae83dcf41ed98b7dcf6ef9f,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c03.avi,v_cleanandjerk_g24_c03.avi,0.0,4.23,4.23,9.4,0.115,train,grouped_train_parent_recording_unique_max2_per_group
clean,clean_from_cj_0021.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0021.mp4,c7f66913bf3c965fbe78a8eb9cb0c2f1d1246c4a69e9309669d1118627989133,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g25_c02.avi,v_cleanandjerk_g25_c02.avi,0.0,3.4739999999999998,3.4739999999999998,7.72,0.086,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0006.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0006.mp4,f25c883d6b1e15c133f98ff5fde27c2c6610da6eb51695daa973bba378c8a5c8,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c06.avi,v_cleanandjerk_g03_c06.avi,4.84,9.84,5.0,9.84,0.188,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0023.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0023.mp4,6367e52af1da4c66b3408250dfaeed902b73c70e4f7a9870911563e9225028cb,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c03.avi,v_cleanandjerk_g03_c03.avi,6.039999999999999,11.04,5.0,11.04,0.161,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0074.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0074.mp4,583d83db66eeded76f5fc5164677a0e0b078d557b1cca501662a8947046b343e,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g06_c04.avi,v_cleanandjerk_g06_c04.avi,4.84,9.84,5.0,9.84,0.13,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0067.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0067.mp4,bdd362ded8cf7b7d1ed3e167bfb0f23eb41bb922d0df4a0f054153fe7ed77dc4,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g06_c02.avi,v_cleanandjerk_g06_c02.avi,3.492,7.76,4.268,7.76,0.129,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0076.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0076.mp4,162ebabbc89d0eb3d19f5af2caefeb95a77248e54c77eae897e31b3fdfb22783,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c01.avi,v_cleanandjerk_g07_c01.avi,4.119999999999999,9.12,5.0,9.12,0.16,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0081.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0081.mp4,0e5b0b4b13dd319fd77271da7addc1780583e4f6caddc8d8c7a4d84b823a6cc6,g07,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g07_c02.avi,v_cleanandjerk_g07_c02.avi,7.16,12.16,5.0,12.16,0.157,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0030.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0030.mp4,53009cf4d1711ec3041e7720a37b48700977dfd81df9487c88ac8ee2d7cd925e,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g08_c01.avi,v_cleanandjerk_g08_c01.avi,4.4399999999999995,9.44,5.0,9.44,0.168,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0043.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0043.mp4,cf24055aefee9a9bb970189266532914dee5e01deeb97aac32bd8ce9f787b55d,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c02.avi,v_cleanandjerk_g09_c02.avi,4.279999999999999,9.28,5.0,9.28,0.141,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0039.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0039.mp4,5ddc3680f3cc6e172e92900a61d18e4c806ce671bd5c93e03225b5756f12873d,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c01.avi,v_cleanandjerk_g09_c01.avi,5.119999999999999,10.12,5.0,10.12,0.132,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0034.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0034.mp4,b8698b6f5e145a2346db06b1e76f38b162400e0074db406af3e0191cc6e26e0f,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c03.avi,v_cleanandjerk_g11_c03.avi,7.800000000000001,12.8,5.0,12.8,0.12,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0041.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0041.mp4,266c770ccb231ae0aaa6376b637d1b7ab28bc76fbcd97751cafd2202a30a8972,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c04.avi,v_cleanandjerk_g11_c04.avi,3.726,8.28,4.553999999999999,8.28,0.119,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0009.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0009.mp4,3293b32ce3529fcfbd52d521a1f1bad3695baa730f70d0df681ce6860b684233,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g12_c01.avi,v_cleanandjerk_g12_c01.avi,2.988,6.64,3.6519999999999997,6.64,0.048,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0008.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0008.mp4,8922efb33157ee21f5dd2687e9d7174db40792c8a743f6a5673d162e19188960,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c04.avi,v_cleanandjerk_g13_c04.avi,6.48,11.48,5.0,11.48,0.134,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0027.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0027.mp4,09b4892d0a24aa99a0b4ef9cc1ed04db37bc2af9378c8ff4eaa33c0fb9452afe,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c02.avi,v_cleanandjerk_g18_c02.avi,4.800000000000001,9.8,5.0,9.8,0.132,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0037.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0037.mp4,60a8e94dac2b5757d9b516083198cc8ab53c1cafbaba63dcde662f3223d18c3e,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c04.avi,v_cleanandjerk_g18_c04.avi,4.086,9.08,4.994,9.08,0.135,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0075.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0075.mp4,63386271d3a2cc2dba81c5cb2d0ae0ece5e57f3626f0b307f20d4d453b5f8a33,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c06.avi,v_cleanandjerk_g20_c06.avi,9.84,14.84,5.0,14.84,0.134,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0079.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0079.mp4,47610bbf4e98e3ea5858b4d12f7741e824c62e61fd07fc3e338b78256a5f0a1c,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c04.avi,v_cleanandjerk_g20_c04.avi,8.28,13.28,5.0,13.28,0.113,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0056.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0056.mp4,edd6b8e693c4cf719f7b8b53f57c3785929930c0d8785f66e4ab7a44f35273c6,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g22_c01.avi,v_cleanandjerk_g22_c01.avi,4.359999999999999,9.36,5.0,9.36,0.179,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0061.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0061.mp4,4b847e71bf8678337065ab7d9a3c345e8dea9b4b966415ece3891d63e20252ea,g22,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g22_c02.avi,v_cleanandjerk_g22_c02.avi,6.52,11.52,5.0,11.52,0.169,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0010.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0010.mp4,5c9c619903d8b41ad576bb595326440e709e93bd17b0d3b7e3b8cae5a6175f47,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g24_c03.avi,v_cleanandjerk_g24_c03.avi,4.4,9.4,5.0,9.4,0.135,train,grouped_train_parent_recording_unique_max2_per_group
split_jerk,split_jerk_from_cj_0013.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0013.mp4,dceaaf2594975ce94f537ab93208b6c4267ac674a3ccd4d9357660fbfb85e57d,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g25_c03.avi,v_cleanandjerk_g25_c03.avi,3.744,8.32,4.5760000000000005,8.32,0.115,train,grouped_train_parent_recording_unique_max2_per_group
