reviewed_label,filename,path,size_mb,content_sha256,status
clean,clean_from_cj_0059.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0059.mp4,0.026,c6f2b9b839fce1daa6c85e15db0254758792fa72a3aa0c79201261ede83ce226,unused_unique
clean,clean_from_cj_0060.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0060.mp4,0.058,0e8973efc1a0dd696708da197cf84a4dc16fe2038bbb132e00f3b29dcc3ddd4e,duplicate_hash
clean,clean_from_cj_0061.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0061.mp4,0.077,f8a0646446573316a16bdfc7596be7e708a032590eaff04c344eb54961ba3852,unused_unique
clean,clean_from_cj_0062.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0062.mp4,0.06,7faa2d27c5c6e4a64ef33fd5b6f835689c74f3a88dee37a1be5de96a394f4a7b,unused_unique
clean,clean_from_cj_0063.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0063.mp4,0.079,6f5c59fbf00747821aa96b479afff621724f1fc1ebf409d9f8c078156726a247,unused_unique
clean,clean_from_cj_0064.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0064.mp4,0.027,b46eed7cee3c1c810dcc777a6a7fe37ad886a24b5f3d341f4d23ea6751a2bc33,unused_unique
clean,clean_from_cj_0065.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0065.mp4,0.088,8d8a72d29ce3ed0063e33790af1e979c7ecc72ce2ce11244122439a5697049b9,unused_unique
clean,clean_from_cj_0066.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0066.mp4,0.103,cc548845cd8296edeb19f8dcad8d485ddd85fd82a72a080c88901b4c2343bc9e,duplicate_hash
clean,clean_from_cj_0067.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0067.mp4,0.076,,already_in_manifest
clean,clean_from_cj_0068.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0068.mp4,0.086,,already_in_manifest
clean,clean_from_cj_0069.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0069.mp4,0.062,,already_in_manifest
clean,clean_from_cj_0070.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0070.mp4,0.144,3b2724b2034643d11318adeec98444e9f901ea925703b86d6a4c49c826a25ccb,unused_unique
clean,clean_from_cj_0071.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0071.mp4,0.08,b635ebf60d7b2bd1ce6a2137829116cbf980cab7e4e9f19bfc07cd7b7bbbcb75,unused_unique
clean,clean_from_cj_0072.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0072.mp4,0.088,702cd81b6591b2ecc9c63e4519c8d9a16b8db3ddf0e4a03d43cf7a5181884752,duplicate_hash
clean,clean_from_cj_0073.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0073.mp4,0.026,,already_in_manifest
clean,clean_from_cj_0074.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0074.mp4,0.169,cf763ab684c0b20145ddfcb7b664cb519cba283e74b4cb9f2285df8eb1bafe98,duplicate_hash
clean,clean_from_cj_0075.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0075.mp4,0.056,,already_in_manifest
clean,clean_from_cj_0076.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0076.mp4,0.056,43ae1507ca7162bfa9921fd6e2e02dedc21d945a6a125434e74e17bb8408030b,unused_unique
clean,clean_from_cj_0077.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0077.mp4,0.06,5490373145c8abd9e576ea50065cb26e7d2aee8cbd61bb49c23f59ea5c22d8c9,unused_unique
clean,clean_from_cj_0078.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0078.mp4,0.077,3751dc71aa45738216e8a4aa1226689d39721cf93d161a87050ff793d591e177,duplicate_hash
clean,clean_from_cj_0079.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0079.mp4,0.183,,already_in_manifest
clean,clean_from_cj_0080.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0080.mp4,0.056,9363679966050743513004f88f16e8a267a6b9d000be9ead263730ff561be644,unused_unique
clean,clean_from_cj_0081.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0081.mp4,0.059,d275c190459430ea97ea6d38d71d9f2e06a2d09241594850c054fba167524950,unused_unique
clean,clean_from_cj_0082.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0082.mp4,0.143,,already_in_manifest
clean,clean_from_cj_0083.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0083.mp4,0.076,f079df33292c6d4037c877dc3931f9ea9bf849cba60496dab1f800fc8514412b,unused_unique
clean,clean_from_cj_0084.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0084.mp4,0.134,,already_in_manifest
clean,clean_from_cj_0085.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0085.mp4,0.121,c8a4665e34e2af1db856ab3744b333affe0673f676f6992cb9c1d40932964d86,duplicate_hash
clean,clean_from_cj_0086.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0086.mp4,0.088,55017318f6f9704f0a70ce55dd68013faf5e3b9e1a99e1cde0e6eacc8ce99326,unused_unique
clean,clean_from_cj_0087.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0087.mp4,0.079,105aae86cd00cbf3d31b90f7d85c0aacb2302ec7b71d61bf7c561e5c08670497,duplicate_hash
clean,clean_from_cj_0088.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0088.mp4,0.079,565e76418a0e35490c7123bc905626eccee00172c978838cfbebc51ba2c8d888,unused_unique
clean,clean_from_cj_0089.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0089.mp4,0.107,f0a5422532922b7baee8a01830aba963efab5193ca7b43bead4a9f826fd93f02,unused_unique
clean,clean_from_cj_0090.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0090.mp4,0.127,104350aded90c763f6dc2ed048abb6e3df4404b7695600e427e6f2f3a93eabe6,unused_unique
clean,clean_from_cj_0091.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0091.mp4,0.124,0bd430b344f768041b94d9b1726054310739728c3f38dfda67f5c15e709b1f79,unused_unique
clean,clean_from_cj_0092.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0092.mp4,0.111,ae46e9e3acc679cdae5f0b91c9b6c087ab02718d632480572177b0cd683626f0,unused_unique
clean,clean_from_cj_0093.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0093.mp4,0.104,,already_in_manifest
clean,clean_from_cj_0094.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0094.mp4,0.128,dc8c25fd9c68d12b3b2d4e51ac0c80a6cc5602373b27bd73a23a7cfca958b718,duplicate_hash
clean,clean_from_cj_0095.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0095.mp4,0.109,3bb26423710250a5ed4599cd7a66000e1deaa404a9791a815b7721dfddd9fa71,unused_unique
clean,clean_from_cj_0096.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0096.mp4,0.182,be04f3d2aa0a1183f9a7e27366328f28484567a42e871d752536ccffb190789a,duplicate_hash
clean,clean_from_cj_0097.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0097.mp4,0.086,,already_in_manifest
clean,clean_from_cj_0098.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0098.mp4,0.132,767a735724dee805d32c5562f7105061304ae2e480edc2f8ccaaf5796b09db5c,unused_unique
clean,clean_from_cj_0099.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0099.mp4,0.079,46691f6bb7baca06650055d51b68aa2d959fde211d5d78b4f408ecbde35b8839,unused_unique
clean,clean_from_cj_0100.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0100.mp4,0.133,f2db1a0183349a33620450c8058c72546e2f6e45c1ccb07d4743808c6a43063e,duplicate_hash
clean,clean_from_cj_0101.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0101.mp4,0.135,,already_in_manifest
clean,clean_from_cj_0102.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0102.mp4,0.156,a6866a88427ad3f3cc0b3ce7f011f46d8dac96b76365ffa7e20c7327548dd405,unused_unique
clean,clean_from_cj_0103.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0103.mp4,0.079,631e509899d6db6de482a21c57b950ed9a878fc93aa1565bb41870be19f54b99,unused_unique
clean,clean_from_cj_0104.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0104.mp4,0.12,,already_in_manifest
clean,clean_from_cj_0105.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0105.mp4,0.13,96c35569b58e8eb15826f56e25f6d385e3f887dce00b3d82abd89760a36fa15e,unused_unique
clean,clean_from_cj_0106.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0106.mp4,0.163,76ef84134625c06fc5c2f0529f510848f6e7fa4b830d28834749ec1ca42b5319,unused_unique
clean,clean_from_cj_0107.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0107.mp4,0.073,e8aac71d4013024fcdaead1dbe860e3ea70422ac50e523c50e5c06b4b1d6e964,unused_unique
clean,clean_from_cj_0108.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0108.mp4,0.123,2a16d72d09d6b3f61afdd37a144b402a9b8bee6f74c953534af8ff29773d0c14,unused_unique
clean,clean_from_cj_0109.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0109.mp4,0.161,9d430da8ae1e75d6695cef9dfa635fe55fee373ea33c07b168ecb5636bd897ee,duplicate_hash
clean,clean_from_cj_0110.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0110.mp4,0.082,f50231147c1ae90945d55690c5bb4f5eae856bc254112d8f089c2c8792c9269e,unused_unique
clean,clean_from_cj_0111.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0111.mp4,0.182,,already_in_manifest
clean,clean_from_cj_0112.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0112.mp4,0.155,cabb6dd78bf9278dde02986f7a952c2ec85b3584fde65ffed65f646520f0276c,unused_unique
clean,clean_from_cj_0113.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0113.mp4,0.039,,already_in_manifest
clean,clean_from_cj_0114.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0114.mp4,0.17,,already_in_manifest
clean,clean_from_cj_0115.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0115.mp4,0.039,c6477ded87d06f0f8880ea9e90bd0af8b9b091fcc29f7c2787cb1ff491dafafe,unused_unique
clean,clean_from_cj_0116.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0116.mp4,0.151,07261edc94298a4916ac014d5933cc132c76aa86bef36c2ec0dd924185af64a8,unused_unique
clean,clean_from_cj_0117.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0117.mp4,0.115,,already_in_manifest
clean,clean_from_cj_0118.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0118.mp4,0.172,666ec184747b7b88f6aa3171ae63235fab92c667ed4db4aea910cb0cce75ec50,unused_unique
clean,clean_from_cj_0119.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0119.mp4,0.177,,already_in_manifest
clean,clean_from_cj_0120.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0120.mp4,0.155,624c00d8eafd2d9e4cf04417930b1100b4c796bd330c4a1b66375f5e22dbc713,duplicate_hash
clean,clean_from_cj_0121.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0121.mp4,0.034,3b9a674aae1928587e1b5df20be05f3d21ab3d0f81984ebf1e8ff5fe8ac0e0ff,unused_unique
clean,clean_from_cj_0122.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0122.mp4,0.096,cb303f46f1ec2ec7b450e8b41b29b78b8ee47b10454661cb22f5d673da11b466,unused_unique
clean,clean_from_cj_0123.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0123.mp4,0.115,2ba368c22c6c7e33f4908875e03f4f1a8c61033a0ae83dcf41ed98b7dcf6ef9f,unused_unique
clean,clean_from_cj_0124.mp4,/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/clean/clean_from_cj_0124.mp4,0.196,0281adfd2eb0a14f86176fec1f7d6f82b2c6663aca179493c82855869bf9522a,unused_unique
