path,filename,reviewed_label,split_before_grouping,split,parent_group,parent_path
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0033.mp4,split_jerk_from_cj_0033.mp4,split_jerk,train,train,g09,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g09_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0154.mp4,split_jerk_from_cj_0154.mp4,split_jerk,dev,dev,g17,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g17_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0058.mp4,split_jerk_from_cj_0058.mp4,split_jerk,dev,test,g14,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g14_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0106.mp4,split_jerk_from_cj_0106.mp4,split_jerk,dev,train,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g11_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0080.mp4,split_jerk_from_cj_0080.mp4,split_jerk,dev,train,g20,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g20_c05.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0062.mp4,split_jerk_from_cj_0062.mp4,split_jerk,train,test,g04,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g04_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0117.mp4,split_jerk_from_cj_0117.mp4,split_jerk,train,train,g08,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g08_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0004.mp4,split_jerk_from_cj_0004.mp4,split_jerk,train,dev,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0125.mp4,split_jerk_from_cj_0125.mp4,split_jerk,train,dev,g19,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g19_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0047.mp4,split_jerk_from_cj_0047.mp4,split_jerk,test,test,g14,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g14_c05.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0071.mp4,split_jerk_from_cj_0071.mp4,split_jerk,test,train,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g06_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0028.mp4,split_jerk_from_cj_0028.mp4,split_jerk,train,train,g18,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g18_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0141.mp4,split_jerk_from_cj_0141.mp4,split_jerk,train,test,g04,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g04_c02.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0084.mp4,split_jerk_from_cj_0084.mp4,split_jerk,train,train,g12,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g12_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0133.mp4,split_jerk_from_cj_0133.mp4,split_jerk,train,dev,g05,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g05_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0038.mp4,split_jerk_from_cj_0038.mp4,split_jerk,test,dev,g19,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g19_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0083.mp4,split_jerk_from_cj_0083.mp4,split_jerk,dev,train,g24,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g24_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0024.mp4,split_jerk_from_cj_0024.mp4,split_jerk,test,train,g25,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g25_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/segmented/split_jerk/split_jerk_from_cj_0146.mp4,split_jerk_from_cj_0146.mp4,split_jerk,train,dev,g05,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/CleanAndJerk/v_CleanAndJerk_g05_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c01.avi,v_CleanAndJerk_g10_c01.avi,clean_and_jerk,train,dev,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g15_c01.avi,v_CleanAndJerk_g15_c01.avi,clean_and_jerk,train,test,g15,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g15_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c01.avi,v_CleanAndJerk_g02_c01.avi,clean_and_jerk,train,dev,g02,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g02_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c04.avi,v_CleanAndJerk_g11_c04.avi,clean_and_jerk,test,train,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c03.avi,v_CleanAndJerk_g10_c03.avi,clean_and_jerk,train,dev,g10,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g10_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g16_c01.avi,v_CleanAndJerk_g16_c01.avi,clean_and_jerk,test,train,g16,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g16_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g06_c04.avi,v_CleanAndJerk_g06_c04.avi,clean_and_jerk,dev,train,g06,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g06_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c04.avi,v_CleanAndJerk_g03_c04.avi,clean_and_jerk,train,train,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c04.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c03.avi,v_CleanAndJerk_g03_c03.avi,clean_and_jerk,train,train,g03,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g03_c03.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c01.avi,v_CleanAndJerk_g11_c01.avi,clean_and_jerk,test,train,g11,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g11_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g17_c01.avi,v_CleanAndJerk_g17_c01.avi,clean_and_jerk,train,dev,g17,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g17_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c01.avi,v_CleanAndJerk_g13_c01.avi,clean_and_jerk,test,train,g13,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g13_c01.avi
/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g15_c04.avi,v_CleanAndJerk_g15_c04.avi,clean_and_jerk,train,test,g15,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/clean_and_jerk/v_CleanAndJerk_g15_c04.avi
