label,name,size,copies,labels_in_group,parent,path
deadlift,Deadlift - bad back.mov,42742092,2,deadlift,deadlift,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/deadlift/Deadlift - bad back.mov
unknown,squat_12.mp4,3291481,3,"squat_back,unknown",Capstone,/Users/josephkamil/Desktop/Capstone/squat_12.mp4
unknown,squat_12.mp4,3291481,3,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_12.mp4
squat_back,squat_12.mp4,3291481,3,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_12.mp4
unknown,Front squats- bar drift.mov,49081646,2,"squat_front,unknown",Capstone,/Users/josephkamil/Desktop/Capstone/Front squats- bar drift.mov
squat_front,Front squats- bar drift.mov,49081646,2,"squat_front,unknown",squat_front,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_front/Front squats- bar drift.mov
unknown,squat_13.mp4,3499401,2,unknown,Capstone,/Users/josephkamil/Desktop/Capstone/squat_13.mp4
unknown,squat_13.mp4,3499401,2,unknown,squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_13.mp4
unknown,squat_11.mp4,4172352,3,"squat_back,unknown",Capstone,/Users/josephkamil/Desktop/Capstone/squat_11.mp4
unknown,squat_11.mp4,4172352,3,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_11.mp4
squat_back,squat_11.mp4,4172352,3,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_11.mp4
unknown,Front squat- elbow drop.mov,56408274,2,"squat_front,unknown",Capstone,/Users/josephkamil/Desktop/Capstone/Front squat- elbow drop.mov
squat_front,Front squat- elbow drop.mov,56408274,2,"squat_front,unknown",squat_front,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_front/Front squat- elbow drop.mov
unknown,squat_10.mp4,4376853,3,"squat_back,unknown",Capstone,/Users/josephkamil/Desktop/Capstone/squat_10.mp4
unknown,squat_10.mp4,4376853,3,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_10.mp4
squat_back,squat_10.mp4,4376853,3,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_10.mp4
bench_press,Bench press- arch.mov,79830701,2,bench_press,Capstone,/Users/josephkamil/Desktop/Capstone/Bench press- arch.mov
bench_press,Bench press- arch.mov,79830701,2,bench_press,bench_press,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/bench_press/Bench press- arch.mov
unknown,Back squats- forward lean.mov,31429399,2,"squat_back,unknown",Capstone,/Users/josephkamil/Desktop/Capstone/Back squats- forward lean.mov
squat_back,Back squats- forward lean.mov,31429399,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/Back squats- forward lean.mov
push_press,Push press- diptiming.mov,44619111,2,push_press,Capstone,/Users/josephkamil/Desktop/Capstone/Push press- diptiming.mov
push_press,Push press- diptiming.mov,44619111,2,push_press,push_press,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/push_press/Push press- diptiming.mov
unknown,squat_14.mp4,2539162,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_14.mp4
squat_back,squat_14.mp4,2539162,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_14.mp4
unknown,squat_5.MOV,59539790,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_5.MOV
squat_back,squat_5.MOV,59539790,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_5.MOV
unknown,squat_4.MOV,65781931,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_4.MOV
squat_back,squat_4.MOV,65781931,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_4.MOV
unknown,squat_6.MOV,69187980,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_6.MOV
squat_back,squat_6.MOV,69187980,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_6.MOV
unknown,squat_16.mp4,1469564,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_16.mp4
squat_back,squat_16.mp4,1469564,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_16.mp4
unknown,squat_3.MOV,63872296,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_3.MOV
squat_back,squat_3.MOV,63872296,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_3.MOV
unknown,squat_2.MOV,47479850,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_2.MOV
squat_back,squat_2.MOV,47479850,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_2.MOV
unknown,squat_1.MOV,64504070,2,"squat_back,unknown",squat_keep,/Users/josephkamil/Desktop/Capstone/squat_keep/squat_1.MOV
squat_back,squat_1.MOV,64504070,2,"squat_back,unknown",squat_back,/Users/josephkamil/Desktop/Capstone/data/dataset_v2/raw/squat_back/squat_1.MOV
push_up,v_PushUps_g01_c05.avi,129950,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g01_c05.avi
push_up,v_PushUps_g01_c05.avi,129950,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g01_c05.avi
push_up,v_PushUps_g09_c03.avi,230014,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g09_c03.avi
push_up,v_PushUps_g09_c03.avi,230014,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g09_c03.avi
push_up,v_PushUps_g19_c03.avi,203934,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g19_c03.avi
push_up,v_PushUps_g19_c03.avi,203934,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g19_c03.avi
push_up,v_PushUps_g19_c02.avi,201856,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g19_c02.avi
push_up,v_PushUps_g19_c02.avi,201856,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g19_c02.avi
push_up,v_PushUps_g09_c02.avi,223574,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g09_c02.avi
push_up,v_PushUps_g09_c02.avi,223574,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g09_c02.avi
push_up,v_PushUps_g10_c01.avi,173272,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g10_c01.avi
push_up,v_PushUps_g10_c01.avi,173272,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g10_c01.avi
push_up,v_PushUps_g01_c04.avi,188622,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g01_c04.avi
push_up,v_PushUps_g01_c04.avi,188622,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g01_c04.avi
push_up,v_PushUps_g11_c04.avi,164682,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g11_c04.avi
push_up,v_PushUps_g11_c04.avi,164682,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g11_c04.avi
push_up,v_PushUps_g10_c03.avi,165056,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g10_c03.avi
push_up,v_PushUps_g10_c03.avi,165056,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g10_c03.avi
push_up,v_PushUps_g09_c01.avi,228026,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g09_c01.avi
push_up,v_PushUps_g09_c01.avi,228026,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g09_c01.avi
push_up,v_PushUps_g19_c01.avi,188942,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g19_c01.avi
push_up,v_PushUps_g19_c01.avi,188942,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g19_c01.avi
push_up,v_PushUps_g18_c04.avi,224966,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g18_c04.avi
push_up,v_PushUps_g18_c04.avi,224966,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g18_c04.avi
push_up,v_PushUps_g08_c04.avi,234054,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g08_c04.avi
push_up,v_PushUps_g08_c04.avi,234054,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g08_c04.avi
push_up,v_PushUps_g10_c02.avi,162406,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g10_c02.avi
push_up,v_PushUps_g10_c02.avi,162406,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g10_c02.avi
push_up,v_PushUps_g01_c03.avi,108472,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g01_c03.avi
push_up,v_PushUps_g01_c03.avi,108472,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g01_c03.avi
push_up,v_PushUps_g11_c03.avi,138272,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g11_c03.avi
push_up,v_PushUps_g11_c03.avi,138272,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g11_c03.avi
push_up,v_PushUps_g09_c04.avi,226334,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g09_c04.avi
push_up,v_PushUps_g09_c04.avi,226334,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g09_c04.avi
push_up,v_PushUps_g19_c04.avi,206868,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g19_c04.avi
push_up,v_PushUps_g19_c04.avi,206868,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g19_c04.avi
push_up,v_PushUps_g18_c01.avi,236612,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g18_c01.avi
push_up,v_PushUps_g18_c01.avi,236612,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g18_c01.avi
push_up,v_PushUps_g08_c01.avi,233140,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g08_c01.avi
push_up,v_PushUps_g08_c01.avi,233140,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g08_c01.avi
push_up,v_PushUps_g11_c02.avi,148624,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g11_c02.avi
push_up,v_PushUps_g11_c02.avi,148624,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g11_c02.avi
push_up,v_PushUps_g01_c02.avi,104424,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g01_c02.avi
push_up,v_PushUps_g01_c02.avi,104424,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g01_c02.avi
push_up,v_PushUps_g18_c03.avi,245262,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g18_c03.avi
push_up,v_PushUps_g18_c03.avi,245262,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g18_c03.avi
push_up,v_PushUps_g08_c03.avi,226014,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g08_c03.avi
push_up,v_PushUps_g08_c03.avi,226014,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g08_c03.avi
push_up,v_PushUps_g08_c02.avi,229032,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g08_c02.avi
push_up,v_PushUps_g08_c02.avi,229032,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g08_c02.avi
push_up,v_PushUps_g18_c02.avi,229656,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g18_c02.avi
push_up,v_PushUps_g18_c02.avi,229656,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g18_c02.avi
push_up,v_PushUps_g10_c04.avi,177856,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g10_c04.avi
push_up,v_PushUps_g10_c04.avi,177856,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g10_c04.avi
push_up,v_PushUps_g01_c01.avi,104616,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g01_c01.avi
push_up,v_PushUps_g01_c01.avi,104616,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g01_c01.avi
push_up,v_PushUps_g11_c01.avi,169814,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g11_c01.avi
push_up,v_PushUps_g11_c01.avi,169814,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g11_c01.avi
push_up,v_PushUps_g13_c03.avi,168208,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g13_c03.avi
push_up,v_PushUps_g13_c03.avi,168208,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g13_c03.avi
push_up,v_PushUps_g03_c03.avi,168816,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g03_c03.avi
push_up,v_PushUps_g03_c03.avi,168816,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g03_c03.avi
push_up,v_PushUps_g25_c01.avi,260800,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g25_c01.avi
push_up,v_PushUps_g25_c01.avi,260800,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g25_c01.avi
push_up,v_PushUps_g24_c04.avi,112492,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g24_c04.avi
push_up,v_PushUps_g24_c04.avi,112492,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g24_c04.avi
push_up,v_PushUps_g03_c02.avi,176998,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g03_c02.avi
push_up,v_PushUps_g03_c02.avi,176998,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g03_c02.avi
push_up,v_PushUps_g13_c02.avi,212950,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g13_c02.avi
push_up,v_PushUps_g13_c02.avi,212950,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g13_c02.avi
push_up,v_PushUps_g25_c02.avi,310132,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g25_c02.avi
push_up,v_PushUps_g25_c02.avi,310132,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g25_c02.avi
push_up,v_PushUps_g02_c04.avi,215720,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g02_c04.avi
push_up,v_PushUps_g02_c04.avi,215720,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g02_c04.avi
push_up,v_PushUps_g12_c04.avi,209722,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g12_c04.avi
push_up,v_PushUps_g12_c04.avi,209722,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g12_c04.avi
push_up,v_PushUps_g25_c03.avi,317926,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g25_c03.avi
push_up,v_PushUps_g25_c03.avi,317926,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g25_c03.avi
push_up,v_PushUps_g13_c01.avi,210952,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g13_c01.avi
push_up,v_PushUps_g13_c01.avi,210952,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g13_c01.avi
push_up,v_PushUps_g03_c01.avi,191000,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g03_c01.avi
push_up,v_PushUps_g03_c01.avi,191000,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g03_c01.avi
push_up,v_PushUps_g24_c02.avi,113298,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g24_c02.avi
push_up,v_PushUps_g24_c02.avi,113298,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g24_c02.avi
push_up,v_PushUps_g02_c01.avi,176016,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g02_c01.avi
push_up,v_PushUps_g02_c01.avi,176016,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g02_c01.avi
push_up,v_PushUps_g12_c01.avi,220142,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g12_c01.avi
push_up,v_PushUps_g12_c01.avi,220142,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g12_c01.avi
push_up,v_PushUps_g24_c03.avi,113888,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g24_c03.avi
push_up,v_PushUps_g24_c03.avi,113888,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g24_c03.avi
push_up,v_PushUps_g13_c04.avi,189794,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g13_c04.avi
push_up,v_PushUps_g13_c04.avi,189794,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g13_c04.avi
push_up,v_PushUps_g03_c04.avi,190738,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g03_c04.avi
push_up,v_PushUps_g03_c04.avi,190738,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g03_c04.avi
push_up,v_PushUps_g25_c04.avi,282498,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g25_c04.avi
push_up,v_PushUps_g25_c04.avi,282498,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g25_c04.avi
push_up,v_PushUps_g24_c01.avi,116176,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g24_c01.avi
push_up,v_PushUps_g24_c01.avi,116176,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g24_c01.avi
push_up,v_PushUps_g02_c03.avi,204728,2,push_up,PushUps,/Users/josephkamil/Desktop/Capstone/PushUps/v_PushUps_g02_c03.avi
push_up,v_PushUps_g02_c03.avi,204728,2,push_up,not_oly,/Users/josephkamil/Desktop/Capstone/Oly_Data/raw/not_oly/v_PushUps_g02_c03.avi
